,user,song,0-10,10-20,20-30,30-40,40-50,50-60,60-70,70-80,80-90,90-100,100-110,110-120
0,4,1,0,0,1,1,0,1,1,0,1,0,0,1
1,4,2,1,1,1,1,1,1,1,1,1,1,1,1
2,4,3,1,1,1,1,1,1,1,1,1,1,1,1
3,4,4,1,1,1,1,1,1,1,1,1,1,1,1
